,claim,label,source_label,source,date,claim_source,explanation,fact_check_url
223,“‘Private’ messages sent to individual people during a Zoom meeting show up in the end-of-meeting transcript along with all other public messages.”,not enough evidence,half-true,Politifact,"April 4, 2020",Viral image,,https://politifact.com/factchecks/2020/apr/13/viral-image/private-messages-sent-zoom-meeting-hosts-could-app/
224,Says a photo shows South Carolina after stay-at-home orders were announced.,false,false,Politifact,"April 6, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/13/facebook-posts/old-photo-houston-not-south-carolina-during-pandem/
225,Says Robin Vos wore protective gear that “election workers he forced to work … do not have.”,false,barely-true,Politifact,"April 7, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/10/facebook-posts/robin-vos-election-protective-gear-was-available-p/
226,"""This particular pandemic is one where I don’t think nationwide, there’s been a single fatality under 25.""",false,pants-fire,Politifact,"April 9, 2020",Ron DeSantis,,https://politifact.com/factchecks/2020/apr/10/ron-desantis/florida-governor-falsely-claims-novel-coronavirus-/
227,Says fluid milk production limitations mean grocery stores are short on milk even as farmers are dumping it,not enough evidence,half-true,Politifact,"April 3, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/10/facebook-posts/are-bottling-limitations-liquid-milk-blame-milk-du/
228,"Says Donald Trump ""himself has a financial stake in the French company that makes the brand-name version of hydroxychloroquine.”",not enough evidence,half-true,Politifact,"April 7, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/09/facebook-posts/trump-has-tiny-financial-stake-company-manufacture/
229,"“The CDC issued its first warning on Jan 8. Trump held campaign rallies on Jan 9, Jan 14, Jan 28, Jan 30, Feb 10, Feb 19, Feb 20, Feb 21, & Feb 28. He golfed on Jan 18, Jan 19, Feb 1, Feb 15, Mar 7, Mar 8. The first time he admitted the coronavirus might be a problem was Mar 13.”",not enough evidence,half-true,Politifact,"March 31, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/09/facebook-posts/viral-post-compares-dates-when-trump-admitted-coro/
230,Says a pandemic occurs exactly every 100 years.,false,false,Politifact,"March 24, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/09/facebook-posts/pandemics-covid-havent-hit-exactly-every-100-years/
231,"Says “Bill Gates and other globalists, in collaboration with pharmaceutical companies, are reportedly working to push tracking bracelets and ‘invisible tattoos’ to monitor Americans during an impending lockdown.”",false,barely-true,Politifact,"March 18, 2020",Instagram posts,,https://politifact.com/factchecks/2020/apr/09/instagram-posts/post-about-bill-gates-work-vaccine-tracking-distor/
232,"Says Rudy Giuliani ""bought $2M in shares of Novartis, a primary supplier of hydroxychloroquine"" in early February.",false,false,Politifact,"April 5, 2020",Tweets,,https://politifact.com/factchecks/2020/apr/09/tweets/fact-checking-rudy-giulianis-ties-hydroxychloroqui/
233,"“While all COVID-19 news has been going on, the U.S. Government has been sneakily trying to remove end-to-end encryption” which means “the government will be able to see all of your messages and listen to all of your calls.”",false,barely-true,Politifact,"March 17, 2020",Instagram posts,,https://politifact.com/factchecks/2020/apr/09/instagram-posts/government-sneakily-trying-change-encryption-rules/
234,People are handing out masks “doused with chemicals which knocks you out cold” so they can rob you.,false,false,Politifact,"April 5, 2020",Viral image,,https://politifact.com/factchecks/2020/apr/09/viral-image/widespread-warning-about-thieves-knocking-out-thei/
235,"“In Italy, they have thrown their money on the streets. A clear message to the whole world that money is not enough when health is in danger.”",false,false,Politifact,"April 5, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/09/facebook-posts/photos-show-money-streets-venezuela-2019-not-italy/
236,"Says a California surfer was “alone, in the ocean,” when he was arrested for violating the state’s stay-at-home order.",partly false,mostly-true,Politifact,"April 8, 2020",Viral image,,https://politifact.com/factchecks/2020/apr/09/viral-image/la-county-sheriffs-deputies-arrested-paddle-boarde/
237,"“North Carolina & Virginia State line is closed. Nothing in or out.""",false,pants-fire,Politifact,"April 6, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/08/facebook-posts/no-north-carolina-didnt-shut-down-its-borders-prev/
238,Says this poem about people staying home was written by Kathleen O’Mara in 1869.,false,false,Politifact,"April 6, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/08/facebook-posts/viral-poem-about-staying-home-was-written-2020-not/
239,"Says of the coronavirus threat, “there was not a single suggestion by anyone, a doctor, a scientist, a political figure, that we needed to cancel Mardi Gras.”",true,true,Politifact,"April 5, 2020",John Bel Edwards,,https://politifact.com/factchecks/2020/apr/08/john-bel-edwards/louisiana-governor-right-there-was-no-suggestion-m/
240,"“Non-essential people get to file for unemployment and make two to three times more than normal,” but essential workers still on the job get no pay raise.",not enough evidence,half-true,Politifact,"April 1, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/08/facebook-posts/only-few-get-unemployment-pay-raise/
241,“59 people die as pastor gives them dettol to drink in church to prevent coronavirus.”,false,false,Politifact,"April 6, 2020",Viral image,,https://politifact.com/factchecks/2020/apr/08/viral-image/no-evidence-59-people-died-drinking-disinfectant-p/
242,The Obama administration left Trump with a “stockpile with a cupboard that was bare.”,false,barely-true,Politifact,"April 6, 2020",Donald Trump,,https://politifact.com/factchecks/2020/apr/08/donald-trump/trump-said-obama-admin-left-him-bare-stockpile-wro/
243,"“If you’ve let somebody claim your kids for income tax purposes, you will not receive a stimulus check. The person who claimed your kids is gonna get it.”",not enough evidence,half-true,Politifact,"March 31, 2020",Viral image,,https://politifact.com/factchecks/2020/apr/08/viral-image/whos-eligible-receive-stimulus-aid-dependent-child/
244,Says video shows “the Chinese are destroying the 5G poles as they are aware that it is the thing triggering the corona symptoms.”,false,false,Politifact,"April 2, 2020",Viral image,,https://politifact.com/factchecks/2020/apr/07/viral-image/no-video-doesnt-show-people-china-destroying-5g-po/
245,Says Goodwill used the pandemic “to fire all of their employees instead of laying them off.”,false,false,Politifact,"April 2, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/07/facebook-posts/some-goodwill-employees-have-been-laid-and-furloug/
246,Says Queen Elizabeth said Philippine President Rodrigo Duterte “is the kind of leader who knows the way .... Filipinos are very lucky to have him.”,false,pants-fire,Politifact,"April 6, 2020",Viral image,,https://politifact.com/factchecks/2020/apr/07/viral-image/no-queen-elizabeth-didnt-praise-philippine-preside/
247,“The Chinese Communist Party is using Zoom as a way to spy on our citizens.”,false,barely-true,Politifact,"April 3, 2020",Charlie Kirk,,https://politifact.com/factchecks/2020/apr/07/charlie-kirk/china-spying-you-through-zoom-charlie-kirk-oversta/
248,Photo shows a crowded New York City subway train during stay-at-home order.,true,true,Politifact,"April 2, 2020",Viral image,,https://politifact.com/factchecks/2020/apr/07/viral-image/image-overcrowded-nyc-subway-car-real/
249,“Pelosi tried to block voter ID/absentee ballot protections.”,not enough evidence,half-true,Politifact,"March 26, 2020",David Lewis,,https://politifact.com/factchecks/2020/apr/07/david-lewis/nc-republican-says-pelosi-tried-block-voter-id-abs/
250,"“Now, they’re doing tests on airlines — very strong tests — for getting on, getting off. They’re doing tests on trains — getting on, getting off.”",false,pants-fire,Politifact,"April 1, 2020",Donald Trump,,https://politifact.com/factchecks/2020/apr/06/donald-trump/donald-trump-wrong-about-covid-19-testing-airplane/
251,“Rivers in Oklahoma are full of catfish carrying the virus.”,false,false,Politifact,"April 2, 2020",Viral image,,https://politifact.com/factchecks/2020/apr/06/viral-image/dont-fall-fake-news-report-about-coronavirus-infec/
252,Says the NBA is asking Donald Trump to “resign or we’ll never play again.”,false,pants-fire,Politifact,"April 5, 2020",Bloggers,,https://politifact.com/factchecks/2020/apr/06/blog-posting/fake-news-website-republishes-satirical-story-abou/
253,"“Unemployment now pays $24/hour, even if your wages were lower. Why don’t ‘essential’ people forced to still work get $24, too?”",not enough evidence,half-true,Politifact,"March 29, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/06/facebook-posts/big-boost-unemployment-checks-no-pay-hike-workers/
254,Says Nostradamus predicted the coronavirus in a 1551 passage about a plague spreading from the east.,false,false,Politifact,"April 2, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/06/facebook-posts/no-evidence-nostradamus-predicted-novel-coronaviru/
255,"The government is closing businesses to stop the spread of coronavirus even though ""the numbers are nothing compared to H1N1 or Ebola. Everyone needs to realize our government is up to something ...”",false,pants-fire,Politifact,"March 16, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/06/facebook-posts/fact-checking-viral-pa-facebook-post-coronavirus-s/
256,“Joe Exotic tests positive for coronavirus in prison. It’s been confirmed.”,false,false,Politifact,"April 3, 2020",Bloggers,,https://politifact.com/factchecks/2020/apr/03/blog-posting/it-has-not-been-confirmed-joe-exotic-has-covid-19/
257,Says a “5G LAW PASSED while everyone was distracted” with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure.,false,barely-true,Politifact,"March 28, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/03/facebook-posts/fact-checking-conspiracy-theory-about-5g-and-coron/
258,"Says for otherwise healthy people “experiencing mild to moderate respiratory symptoms with or without a COVID-19 diagnosis … only high temperatures kill a virus, so let your fever run high,” but not over 103 or 104 degrees.",false,barely-true,Politifact,"March 28, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/03/facebook-posts/letting-fever-run-fight-coronavirus-could-be-risky/
259,Pictures and reports of “empty hospitals” prove COVID-19 spread is “fake crisis for real government planned agendas.”,false,false,Politifact,"March 28, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/03/facebook-posts/hospital-beds-being-kept-empty-prepare-covid-influ/
260,"“There was no effort” to get American experts into China after it announced the coronavirus, and “we had one person in-country (and Trump) pulled him out of the country.”",false,barely-true,Politifact,"March 27, 2020",Joe Biden,,https://politifact.com/factchecks/2020/apr/03/joe-biden/whats-true-whats-not-bidens-attacks-trump-and-gett/
261,Says Nancy Pelosi’s “daughter is on the board of the Kennedy Center so that’s why it was so important to send them all that money.”,false,false,Politifact,"March 30, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/03/facebook-posts/nancy-pelosis-daughter-isnt-kennedy-center-board/
262,"“In Chicago, Covid-19 actually LOWERED the death rate.”",false,false,Politifact,"March 22, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/03/facebook-posts/no-coronavirus-did-not-cause-death-rate-drop-chica/
263,"“This lady here applied sanitizer to her hands/forearms & went to the kitchen to cook. The moment she turned on the gas stove, her hands caught fire due to the alcohol contained in the sanitizer.”",false,false,Politifact,"March 23, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/03/facebook-posts/dont-let-facebook-post-scare-you-hand-sanitizer-fl/
264,"“We were slow with the testing, but very quick with the travel ban. And that's been much more critical in saving lives.”",false,false,Politifact,"March 31, 2020",Jesse Watters,,https://politifact.com/factchecks/2020/apr/03/jesse-watters/are-covid-19-travel-restrictions-more-critical-sav/
265,Says the U.S. is developing an “antivirus” that includes a chip to track your movement.,false,pants-fire,Politifact,"March 16, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/03/facebook-posts/no-us-isnt-developing-vaccine-or-antivirus-chip-tr/
266,"Says for the coronavirus, “the death rate in Texas, per capita of 29 million people, we're one of the lowest in the country.""",partly false,mostly-true,Politifact,"March 31, 2020",Dan Patrick,,https://politifact.com/factchecks/2020/apr/03/dan-patrick/now-texas-among-states-lowest-coronavirus-death-ra/
267,"Says the governors of Michigan, New York and Nevada “have issued orders banning the prescription of hydroxychloroquine to patients with COVID-19.”",false,false,Politifact,"March 29, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/02/facebook-posts/chloroquine-not-banned-michigan-new-york-and-nevad/
268,"Says Italy arrested a doctor “for intentionally killing over 3,000 coronavirus patients.”",false,pants-fire,Politifact,"March 31, 2020",Bloggers,,https://politifact.com/factchecks/2020/apr/02/blog-posting/no-italy-didnt-arrest-doctor-murdering-thousands-c/
269,"“On February 7, the WHO warned about the limited stock of PPE. That same day, the Trump administration announced it was sending 18 tons of masks, gowns and respirators to China.”",true,true,Politifact,"March 31, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/02/facebook-posts/yes-us-shipped-donated-personal-protective-equipme/
270,“Queen Elizabeth tests positive for COVID-19.”,false,false,Politifact,"March 28, 2020",Bloggers,,https://politifact.com/factchecks/2020/apr/02/blog-posting/no-reports-queen-elizabeth-tested-positive-covid-1/
271,Says COVID-19 remains in the air for eight hours and that everyone is now required to wear masks “everywhere.”,false,false,Politifact,"March 28, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/02/facebook-posts/fact-checking-claims-say-covid-19-airborne/
272,“if your child gets this virus their going to hospital alone in a van with people they don’t know...to be with people they don’t know… you will be at home without them in their time of need.”,false,pants-fire,Politifact,"March 25, 2020",Viral image,,https://politifact.com/factchecks/2020/apr/02/viral-image/hospitalized-children-can-have-one-parent-present/
273,“They’re furloughing nurses in hospitals in western New York state.”,false,false,Politifact,"March 27, 2020",Jerome Adams,,https://politifact.com/factchecks/2020/apr/02/jerome-adams/hospitals-refute-surgeon-generals-claim-about-nurs/
274,"Says President Donald Trump will announce that a scientist ""finally found vaccine to cure corona virus.""",false,pants-fire,Politifact,"March 24, 2020",Bloggers,,https://politifact.com/factchecks/2020/apr/01/blog-posting/spam-news-websites-spread-false-claim-about-corona/
275,"Says Ron Johnson said Americans should go back to work, because ""death is an unavoidable part of life.""
 ",not enough evidence,half-true,Politifact,"March 31, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/01/facebook-posts/ron-johnson-say-americans-back-work-coronavirus/
276,"Says North Carolina ""hospital beds are typically 85% full across the state.”",not enough evidence,half-true,Politifact,"March 19, 2020",Jeff Jackson,,https://politifact.com/factchecks/2020/apr/01/jeff-jackson/are-nc-hospital-beds-typically-85-full/
277,"Says Italian Prime Minister Giuseppe Conte said, “We have lost control, we have killed the epidemic physically and mentally. Can’t understand what more we can do, all solutions are exhausted on ground. Our only hope remains up in the Sky, God rescue your people.”",false,pants-fire,Politifact,"March 22, 2020",Facebook posts,,https://politifact.com/factchecks/2020/apr/01/facebook-posts/fabricated-quote-falsely-attributed-italian-prime-/
278,“My mask will keep someone else safe and their mask will keep me safe.”,true,true,Politifact,"March 28, 2020",Pat Toomey,,https://politifact.com/factchecks/2020/apr/01/pat-toomey/will-homemade-masks-stop-coronavirus-spreading-fac/
279,"“We’ve got to give the American public a rough estimate of how long we think this is going to take, based mostly on the South Korean model, which seems to be the trajectory that we are on, thankfully, and not the Italian model.”",not enough evidence,half-true,Politifact,"March 23, 2020",Brian Fitzpatrick,,https://politifact.com/factchecks/2020/apr/01/brian-fitzpatrick/pa-congressman-said-us-coronavirus-trajectory-more/
280,"Shows a waitress saying, ""I lost my job. But I'll sleep better knowing” that the coronavirus relief bill included funding for the Kennedy Center, refugee resettlement, PBS, and congressional salaries: “Thanks, Democrats”",false,barely-true,Politifact,"March 27, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/31/facebook-posts/facebook-post-shortchanges-relief-bills-assistance/
281,Says students have to repeat the same grade next year.,false,pants-fire,Politifact,"March 31, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/31/facebook-posts/dont-fall-these-hoaxes-about-students-having-repea/
282,"Says a study projects Wisconsin’s coronavirus cases will peak on April 26, 2020",partly false,mostly-true,Politifact,"March 29, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/31/facebook-posts/wisconsin-coronavirus-cases-peak-april-26-may-22/
283,“We inherited a broken test” for COVID-19.,false,pants-fire,Politifact,"March 30, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/31/donald-trump/trump-blames-past-administrations-flawed-covid-19-/
284,Says certain states are banning the sale of alcohol.,false,false,Politifact,"March 30, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/30/facebook-posts/no-states-illinois-and-california-arent-banning-al/
285,"Says the Coronavirus Aid, Relief, and Economic Security Act gives members of Congress a pay increase.",false,pants-fire,Politifact,"March 20, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/30/facebook-posts/congress-did-not-give-itself-raise-coronavirus-sti/
286,"“I didn’t say that” some of the medical equipment that governors are requesting, they don't actually need.",false,pants-fire,Politifact,"March 29, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/30/donald-trump/reporter-was-right-trump-did-question/
287,“COVID literally stands for Chinese Originated Viral Infectious Disease.”,false,pants-fire,Politifact,"March 25, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/30/viral-image/covid-stands-coronavirus-disease-2019/
288,"Says imposters in hazmat suits are going door to door in Stockton, Calif., saying they are checking residents for fever or COVID-19, but they “will enter your home and physically attempt robbery.”",false,false,Politifact,"March 19, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/30/facebook-posts/another-false-claim-robbers-posing-covid-19-tester/
289,"Says Nevada Gov. Steve Sisolak ""has banned the use of an anti-malaria drug that might help cure coronavirus.”",false,barely-true,Politifact,"March 25, 2020",Turning Point USA,,https://politifact.com/factchecks/2020/mar/27/turning-point-usa/conservative-group-meme-distorts-nevadas-chloroqui/
290,"Speaking of his restriction on travel from China, “I had (Joe) Biden calling me xenophobic. … He called me a racist, because of the fact that he felt it was a racist thing to stop people from China coming in.”",false,barely-true,Politifact,"March 26, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/27/donald-trump/fact-checking-whether-biden-called-trump-xenophobi/
291,Says to leave objects in the sun to avoid contracting the coronavirus.,false,false,Politifact,"March 25, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/27/facebook-posts/still-no-proof-sunlight-kills-new-coronavirus/
292,"Says that under order from Gov. Tony Evers, he and his eight children can’t legally have dinner together anymore.",not enough evidence,half-true,Politifact,"March 24, 2020",Duey Stroebel,,https://politifact.com/factchecks/2020/mar/27/duey-stroebel/has-gov-tony-evers-banned-family-dinners-amid-wisc/
293,Says the CDC now says that the coronavirus can survive on surfaces for up to 17 days.,false,false,Politifact,"March 23, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/26/facebook-posts/theres-no-evidence-covid-19-can-survive-surfaces-1/
294,Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic.,partly false,mostly-true,Politifact,"March 20, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/26/facebook-posts/some-fast-food-chains-turn-away-truckers-drive-thr/
295,"“China is to blame because the culture where people eat bats and snakes and dogs and things like that, these viruses are transmitted from the animal to the people and that's why China has been the source of a lot of these viruses like SARS, like MERS, the Swine Flu and now the coronavirus.”",false,false,Politifact,"March 18, 2020",John Cornyn,,https://politifact.com/factchecks/2020/mar/26/john-cornyn/checking-cornyn-chinese-culture-and-coronavirus/
296,“Donald Trump would receive $17 million for three hotels closed for four days under Republican bill! How in the hell is this right?!”,false,false,Politifact,"March 23, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/26/facebook-posts/trump-hotels-would-be-barred-getting-coronavirus-m/
297,"“All schools in Canada are closed for the rest of the school year, each family will receive $950 every two weeks for the next 15 weeks, banks were notif(ied) to suspend mortgage payments for at least 6 months, and student loans deferred.”",not enough evidence,half-true,Politifact,"March 21, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/25/facebook-posts/widespread-facebook-post-overstates-canadian-gover/
298,“Australia Closing Borders in a few hours for 6-months”,not enough evidence,half-true,Politifact,"March 20, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/25/facebook-posts/fact-checking-claim-australias-borders-closure/
299,An audio message lists five ways people can prevent the novel coronavirus.,false,false,Politifact,"March 23, 2020",Chain message,,https://politifact.com/factchecks/2020/mar/25/chain-message/audio-shared-facebook-messenger-spreads-false-info/
300,“Bill Gates told us about the coronavirus in 2015.”,partly false,mostly-true,Politifact,"March 15, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/25/facebook-posts/bill-gates-warned-2015-we-were-unprepared-infectio/
301,Says a military Humvee labeled “COVID-19 quarantine team” was on Interstate 696 in Michigan.,false,false,Politifact,"March 16, 2020",Viral image,,https://politifact.com/factchecks/2020/mar/25/viral-image/no-military-doesnt-have-covid-19-quarantine-team-h/
302,"""If you are in Las Vegas and you get a knock on your door from NV Power, 2020 Census or CVD-19 testers, do not open your door. They are robbing people at gunpoint.""",false,false,Politifact,"March 21, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/25/facebook-posts/beware-rumors-robbers-posing-covid-testers/
303,“Boil some orange peels wit cayenne pepper in it stand over the pot breathe in the steam so all that mucus can release from yo nasal… MUCUS is the problem its where THE VIRUS LIVES!!!”,false,pants-fire,Politifact,"March 22, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/25/facebook-posts/water-boiled-orange-peels-and-cayenne-pepper-will-/
304,"Says N.Y. Gov. Andrew Cuomo “rejected buying recommended 16,000 ventilators in 2015 for the pandemic, for a pandemic, established death panels and lotteries instead. So, he had a chance to buy, in 2015, 16,000 ventilators at a very low price, and he turned it down.”",false,false,Politifact,"March 24, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/25/donald-trump/donald-trump-misses-key-facts-claim-new-york-gover/
305,Says Gov. Tony Evers is “pushing firearm confiscation orders”,false,pants-fire,Politifact,"March 24, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/25/facebook-posts/old-claim-tony-evers-and-gun-confiscation-wrong/
306,Says Nancy Pelosi’s coronavirus bill includes “tax credits for solar and wind energy … retirement plans for community newspaper employees … $300 million for PBS … climate change studies” and more.,partly false,mostly-true,Politifact,"March 24, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/24/donald-trump/trump-campaign-ad-mostly-right-provisions-pelosis-/
307,“Fish tank additive may treat coronavirus.”,false,false,Politifact,"March 20, 2020",Bloggers,,https://politifact.com/factchecks/2020/mar/24/blog-posting/drinking-chloroquine-fish-tank-cleaner-wont-stop-c/
308,"""Slices of lemon in a cup of hot water can save your life. The hot lemon can kill the proliferation of"" the novel coronavirus.",false,false,Politifact,"March 23, 2020",Chain message,,https://politifact.com/factchecks/2020/mar/24/chain-message/facebook-messenger-video-falsely-claims-hot-lemon-/
309,Says Russia unleashed more than 500 lions on its streets to ensure that people are staying indoors during this pandemic outbreak.,false,pants-fire,Politifact,"March 21, 2020",Instagram posts,,https://politifact.com/factchecks/2020/mar/24/instagram-posts/no-russia-didnt-release-lions-enforce-covid-19-sta/
310,Says it was “unquestionably” not within his “legal authority” to postpone Illinois’ primary election by changing the date or shifting to vote-by-mail.,partly false,mostly-true,Politifact,"March 17, 2020",JB Pritzker,,https://politifact.com/factchecks/2020/mar/24/jb-pritzker/did-pritzker-lack-authority-postpone-illinois-prim/
311,“Putin has stated: Russian citizens (have) 2 options: Stay home for 15 days or in jail for 5 years.”,false,false,Politifact,"March 23, 2020",Instagram posts,,https://politifact.com/factchecks/2020/mar/24/instagram-posts/putin-didnt-threaten-jail-time-coronavirus-lockdow/
312,"""U.S. deaths since 1/22 (2020): COVID-19: 27, flu, 4,700; abortion: 118,000.""",false,barely-true,Politifact,"March 17, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/24/facebook-posts/post-leans-flawed-numbers-compare-number-abortions/
313,Quotes Joe Biden as saying “people who have never died before are now dying from coronavirus.”,false,pants-fire,Politifact,"March 21, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/24/facebook-posts/first-trump-now-biden-neither-said-people-who-have/
314,"Says ""special military helicopters will spray pesticide against the Corona virus in the skies all over the country.""",false,false,Politifact,"March 23, 2020",Chain message,,https://politifact.com/factchecks/2020/mar/24/chain-message/neighbors-app-spreads-false-rumors-about-mi/
315,Says businesses will give you free baby formula during the coronavirus outbreak.,false,pants-fire,Politifact,"March 15, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/23/facebook-posts/no-companies-arent-giving-out-free-baby-formula-du/
316,"""Huge! Results From Breaking Chloroquine Study Show 100% Cure Rate For Patients Infected With The Coronavirus.""",false,false,Politifact,"March 19, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/23/facebook-posts/100-covid-19-cure-no-chloroquine-effectiveness-onl/
317,"“So Oscar Health, the company tapped by Trump to profit from covid tests, is a Kushner company. Imagine that, profits over national safety.”",not enough evidence,half-true,Politifact,"March 15, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/23/facebook-posts/what-kushner-linked-company-has-do-coronavirus-tes/
318,“Go to 2020census.gov and fill out this census form so you can get your stimulus check.”,false,false,Politifact,"March 22, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/23/facebook-posts/no-your-census-response-wont-affect-whether-you-ge/
319,Says longstanding Food and Drug Administration regulations “created barriers to the private industry creating a test quickly” for the coronavirus.,true,true,Politifact,"March 13, 2020",Dan Crenshaw,,https://politifact.com/factchecks/2020/mar/23/dan-crenshaw/did-fda-regulations-slow-testing-coronavirus/
320,“Wisconsin is the only state where all Republicans voted against protecting its citizens.”,partly false,mostly-true,Politifact,"March 19, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/20/facebook-posts/yes-wisconsin-only-state-where-all-republicans-opp/
321,“No city in the state can quarantine itself without state approval.”,true,true,Politifact,"March 17, 2020",Andrew Cuomo,,https://politifact.com/factchecks/2020/mar/20/andrew-cuomo/cuomo-correctly-says-no-quarantine-without-state-a/
322,For coronavirus cases “in the U.S. 38% of those hospitalized are under 35.”,false,barely-true,Politifact,"March 19, 2020",Marco Rubio,,https://politifact.com/factchecks/2020/mar/20/marco-rubio/young-people-are-being-hospitalized-covid-19-too-l/
323,"The federal government is “preparing to mobilize the national guard,” “dispatch them across the US with military” and “announce a nationwide 1 week quarantine for all citizens.”",false,false,Politifact,"March 19, 2020",Chain message,,https://politifact.com/factchecks/2020/mar/20/chain-message/chain-message-wrong-about-national-guard-military-/
324,“Sunlight actually can kill the (novel coronavirus.)”,false,false,Politifact,"March 16, 2020",Greg Murphy,,https://politifact.com/factchecks/2020/mar/20/greg-murphy/no-sunlight-has-not-been-proven-kill-coronavirus/
325,"2019 coronavirus can live for ""up to 3 hours in the air, up to 4 hours on copper, up to 24 hours on cardboard up to 3 days on plastic and stainless steel.”",partly false,mostly-true,Politifact,"March 18, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/20/facebook-posts/covid-19-could-live-3-days-depending-surface/
326,“People are going door to door in Colorado Springs stating they are COVID testing so they can rob people!!!!”,false,false,Politifact,"March 17, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/19/facebook-posts/no-truth-report-about-robbers-posing-coronavirus-t/
327,"Says ""there is no"" COVID-19 virus.",false,pants-fire,Politifact,"March 19, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/19/facebook-posts/facebook-users-are-claiming-there-no-coronavirus-s/
328,"Says that “over a 45-minute period that we had the press conference” on the coronavirus on March 13, 2020, the stock market set ""an all-time record.""",not enough evidence,half-true,Politifact,"March 14, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/19/donald-trump/stock-market-record-point-rise-followed-record-poi/
329,Says coronavirus is just “the damn flu.”,false,pants-fire,Politifact,"March 15, 2020",David A. Clarke Jr.,,https://politifact.com/factchecks/2020/mar/19/david-clarke-jr/former-sheriff-david-clarke-rants-coronavirus-just/
330,"The coronavirus ""snuck up on us,” adding that it is “a very unforeseen thing.”",false,pants-fire,Politifact,"March 18, 2020",Donald Trump,,https://politifact.com/factchecks/2020/mar/19/donald-trump/was-novel-coronavirus-really-sneaky-its-spread-us-/
331,"Says President Donald Trump said, “People are dying who have never died before.”",false,pants-fire,Politifact,"March 18, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/19/facebook-posts/no-trump-didnt-say-people-are-dying-who-have-never/
332,"""George Soros owns the WuXi PHARMA LAB located in Wuhan, China where COVID-19 was developed and conveniently Broke Out.""",false,false,Politifact,"March 15, 2020",Facebook posts,,https://politifact.com/factchecks/2020/mar/19/facebook-posts/conspiracy-theory-falsely-connects-george-soros-co/
