,claim,explanation,source,label,claim_source,date,fact_check_url
73,A funeral or visitation service can be held for a person who has died of COVID-19,"What do funeral home workers need to know about handling decedents who had COVID-19? A funeral or visitation service can be held for a person who has died of COVID-19. Funeral home workers should follow their routine infection prevention and control precautions when handling a decedent who died of COVID-19. If it is necessary to transfer a body to a bag, follow Standard Precautions, including additional personal protective equipment (PPE) if splashing of fluids is expected. For transporting a body after the body has been bagged, disinfect the outside of the bag with a product with EPA-approved emerging viral pathogens claimspdf iconexternal iconexternal icon expected to be effective against COVID-19 based on data for harder to kill viruses. Follow the manufacturer’s instructions for all cleaning and disinfection products (e.g., concentration, application method and contact time, etc.). Wear disposable nitrile gloves when handling the body bag.
 Embalming can be conducted. During embalming, follow Standard Precautions including the use of additional PPE if splashing is expected (e.g. disposable gown, faceshield or goggles and N95 respirator). Wear appropriate respiratory protection if any procedures will generate aerosols or if required for chemicals used in accordance with the manufacturer’s label. Wear heavy-duty gloves over nitrile disposable gloves if there is a risk of cuts, puncture wounds, or other injuries that break the skin. Additional information on how to safely conduct aerosol-generating procedures is in the CDC’s Postmortem Guidance. Cleaning should be conducted in accordance with manufacturer’s instructions. Products with EPA-approved emerging viral pathogens claimspdf iconexternal iconexternal icon are expected to be effective against COVID-19 based on data for harder to kill viruses. Follow the manufacturer’s instructions for all cleaning and disinfection products (e.g., concentration, application method and contact time).
 After cleaning and removal of PPE, perform hand hygiene by washing hands with soap and water for at least 20 seconds or using an alcohol-based hand sanitizer that contains at least 60% alcohol if soap and water is not available. Soap and water should be used if the hands are visibly soiled.
 Decedents with COVID-19 can be buried or cremated, but check for any additional state and local requirements that may dictate the handling and disposition of the remains of individuals who have died of certain infectious diseases.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
74,"The belongings of someone who has died of suspected or confirmed COVID-19 outside their home (for example, in a hospital setting) may be returned to family members along with instructions for cleaning and disinfection","How can loved ones safely handle belongings of someone who died from COVID-19? The belongings of someone who has died of suspected or confirmed COVID-19 outside their home (for example, in a hospital setting) may be returned to family members along with instructions for cleaning and disinfection. Depending on local rules and regulations, family members may retrieve these belongings at the funeral home or the healthcare facility.
 Family members should use gloves and practice good hand hygiene when handling these items. Depending on the belongings received, family members should also follow the household item-specific cleaning and disinfection guidelines for personal items, such as electronics.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
75,"When a US citizen dies outside the United States, the deceased person's next of kin or legal representative should notify US consular officials at the Department of State","What should I do if my family member died from COVID-19 while overseas? When a US citizen dies outside the United States, the deceased person’s next of kin or legal representative should notify US consular officials at the Department of State. Consular personnel are available 24 hours a day, 7 days a week, to provide assistance to US citizens for overseas emergencies. If a family member, domestic partner, or legal representative is in a different country from the deceased person, he or she should call the Department of State’s Office of Overseas Citizens Services in Washington, DC, from 8 am to 5 pm Eastern time, Monday through Friday, at 888-407-4747 (toll-free) or 202-501-4444. For emergency assistance after working hours or on weekends and holidays, call the Department of State switchboard at 202-647-4000 and ask to speak with the Overseas Citizens Services duty officer. In addition, the US embassyexternal iconexternal iconexternal icon closest to or in the country where the US citizen died can provide assistance.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
76,CDC does not require an autopsy before the remains of a person who died overseas are returned to the United States,"My family member died from COVID-19 while overseas. What are the requirements for returning the body to the United States? CDC does not require an autopsy before the remains of a person who died overseas are returned to the United States. Depending on the circumstances surrounding the death, some countries may require an autopsy. Sources of support to the family include the local consulate or embassy, travel insurance provider, tour operator, faith-based and aid organizations, and the deceased’s employer. There likely will need to be an official identification of the body and official documents issued by the consular office.
 CDC requirements for importing human remains depend upon if the body has been embalmed, cremated, or if the person died from a quarantinable communicable disease.
 At this time, COVID-19 is a quarantinable communicable disease in the United States and the remains must meet the standards for importation found in 42 Code of Federal Regulations Part 71.55 and may be cleared, released, and authorized for entry into the United States only under the following conditions:
 
 The remains are cremated; OR
 The remains are properly embalmed and placed in a hermetically sealed casket; OR
 The remains are accompanied by a permit issued by the CDC Director. The CDC permit (if applicable) must accompany the human remains at all times during shipment.
 
 Permits for the importation of the remains of a person known or suspected to have died from a quarantinable communicable disease may be obtained through the CDC Division of Global Migration and Quarantine by calling the CDC Emergency Operations Center at 770-488-7100 or emailing dgmqpolicyoffice@cdc.gov.
 
 
 
 Please see CDC’s guidance for additional information.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
77,CDC is working with other federal partners in a whole-of-government response,"What is CDC doing about COVID-19? CDC is working with other federal partners in a whole-of-government response. This is an emerging, rapidly evolving situation and CDC will continue to provide updated information as it becomes available. CDC works 24/7 to protect people’s health. More information about CDC’s response to COVID-19 is available online.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
78,"Cleaning with soap and water removes germs, dirt, and impurities from surfaces","What is the difference between cleaning and disinfecting? Cleaning with soap and water removes germs, dirt, and impurities from surfaces. It lowers the risk of spreading infection. Disinfecting kills germs on surfaces. By killing germs on a surface after cleaning, it can further lower the risk of spreading infection.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
79,"The risk of transmitting or spreading SARS-CoV-2, the virus that causes COVID-19, during vacuuming is unknown","Is it safe to vacuum in a school, business, or community facility after someone with suspected or confirmed COVID-19 has been present? The risk of transmitting or spreading SARS-CoV-2, the virus that causes COVID-19, during vacuuming is unknown. At this time, there are no reported cases of COVID-19 associated with vacuuming. If vacuuming is necessary or required in a school, business, or community facility that was used by a person with suspected or confirmed COVID-19, first follow the CDC recommendations for Cleaning and Disinfection for Community Facilities that apply, which includes a wait time of 24 hours, or as long as practical.
 After cleaning and disinfection, the following recommendations may help reduce the risk to workers and other individuals when vacuuming:
 
 Consider removing smaller rugs or carpets from the area completely, so there is less that needs to be vacuumed.
 Use a vacuum equipped with a high-efficiency particulate air (HEPA) filter, if available.
 Do not vacuum a room or space that has people in it. Wait until the room or space is empty to vacuum, such as at night, for common spaces, or during the day for private rooms.
 Consider temporarily turning off room fans and the central HVAC system that services the room or space, so that particles that escape from vacuuming will not circulate throughout the facility.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
80,Routine cleaning is the everyday cleaning practices that businesses and communities normally use to maintain a healthy environment,"What is routine cleaning? How frequently should facilities be cleaned to reduce the potential spread of COVID-19? Routine cleaning is the everyday cleaning practices that businesses and communities normally use to maintain a healthy environment. Surfaces frequently touched by multiple people, such as door handles, bathroom surfaces, and handrails, should be cleaned with soap and water or another detergent at least daily when facilities are in use. More frequent cleaning and disinfection may be required based on level of use. For example, certain surfaces and objects in public spaces, such as shopping carts and point of sale keypads, should be cleaned and disinfected before each use. Cleaning removes dirt and impurities, including germs, from surfaces. Cleaning alone does not kill germs, but it reduces the number of germs on a surface.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
81,"Cleaning does not kill germs, but by removing them, it lowers their numbers and the risk of spreading infection","Is cleaning alone effective against the virus that causes COVID-19? Cleaning does not kill germs, but by removing them, it lowers their numbers and the risk of spreading infection. If a surface may have gotten the virus on it from a person with or suspected to have COVID-19, the surface should be cleaned and disinfected. Disinfecting kills germs on surfaces.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
82,Cleaning staff should be trained on appropriate use of cleaning and disinfection chemicals and provided with the personal protective equipment (PPE) required for the chemicals used.,Who should clean and disinfect community spaces? Regular cleaning staff can clean and disinfect community spaces. Cleaning staff should be trained on appropriate use of cleaning and disinfection chemicals and provided with the personal protective equipment (PPE) required for the chemicals used.,CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
83,Companies do not necessarily need to close after a person with confirmed or suspected COVID-19 has been in a company facility,"How long do companies need to close for disinfection after an exposure? How long before other workers can come back to work? Companies do not necessarily need to close after a person with confirmed or suspected COVID-19 has been in a company facility. The area(s) used or visited by the ill person should be closed for 24 hours or as long as possible. Open outside doors and windows as much as possible ensuring that doing so does not pose a safety risk to children using the facility (i.e. make sure that children are not able to enter the closed off area through any windows or doors). and use ventilating fans to increase air circulation in the area. Once the area has been appropriately disinfected, it can be opened for use. Workers without close contact with the person with confirmed or suspected COVID-19 can return to work immediately after disinfection is completed.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
84,The efficacy of these disinfection methods against the virus that causes COVID-19 is not known,"How effective are alternative disinfection methods, such as ultrasonic waves, high intensity UV radiation, and LED blue light? The efficacy of these disinfection methods against the virus that causes COVID-19 is not known. EPA only recommends use of the surface disinfectants identified on List Nexternal icon against the virus that causes COVID-19. EPA does not routinely review the safety or efficacy of pesticidal devices, such as UV lights, LED lights, or ultrasonic devices. Therefore, EPA cannot confirm whether, or under what circumstances, such products might be effective against the spread of COVID-19.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
85,Outdoor areas generally require normal routine cleaning and do not require disinfection,"Should outdoor playgrounds, like those at schools or in parks, be cleaned and disinfected to prevent COVID-19? Outdoor areas generally require normal routine cleaning and do not require disinfection. Spraying disinfectant on outdoor playgrounds is not an efficient use of disinfectant supplies and has not been proven to reduce the risk of COVID-19 to the public. You should maintain existing cleaning and hygiene practices for outdoor areas. If practical, high touch surfaces made of plastic or metal, such as grab bars and railings, should be cleaned routinely. Cleaning and disinfection of wooden surfaces (e.g., play structures, benches, tables) or groundcovers (e.g., mulch, sand) is not recommended.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
86,CDC does not recommend the use of sanitizing tunnels,"Can sanitizing tunnels be used at building entrances or exits to prevent the spread of COVID-19? CDC does not recommend the use of sanitizing tunnels. There is no evidence that they are effective in reducing the spread of COVID-19. Chemicals used in sanitizing tunnels could cause skin, eye, or respiratory irritation or damage.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
87,CDC does not recommend disinfection of sidewalks or roads,Should sidewalks and roads be disinfected to prevent COVID-19? CDC does not recommend disinfection of sidewalks or roads. Spraying disinfectant on sidewalks and roads is not an efficient use of disinfectant supplies and has not been proven to reduce the risk of COVID-19 to the public. The risk of spreading the virus that causes COVID-19 from these surfaces is very low and disinfection is not effective on these surfaces.,CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
88,"At this time, there is no evidence that animals play a significant role in spreading the virus that causes COVID-19","Can I get COVID-19 from my pets or other animals? At this time, there is no evidence that animals play a significant role in spreading the virus that causes COVID-19. Based on the limited information available to date, the risk of animals spreading COVID-19 to people is considered to be low.  A small number of pets have been reported to be infected with the virus that causes COVID-19, mostly after contact with people with COVID-19.
 Pets have other types of coronaviruses that can make them sick, like canine and feline coronaviruses. These other coronaviruses cannot infect people and are not related to the current COVID-19 outbreak.
 However, since animals can spread other diseases to people, it’s always a good idea to practice healthy habits around pets and other animals, such as washing your hands and maintaining good hygiene. For more information on the many benefits of pet ownership, as well as staying safe and healthy around animals including pets, livestock, and wildlife, visit CDC’s Healthy Pets, Healthy People website.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
89,I do not need to get my pet tested for COVID-19,"Do I need to get my pet tested for COVID-19? No. At this time, routine testing of animals for COVID-19 is not recommended.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
90,"There is no evidence that viruses, including the virus that causes COVID-19, can spread to people from the skin, fur, or hair of pets","Can animals carry the virus that causes COVID-19 on their skin or fur? Although we know certain bacteria and fungi can be carried on fur and hair, there is no evidence that viruses, including the virus that causes COVID-19, can spread to people from the skin, fur, or hair of pets.
 However, because animals can sometimes carry other germs that can make people sick, it’s always a good idea to practice healthy habits around pets and other animals, including washing hands before and after interacting with them.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
91,"We are still learning about this virus, but it appears that it can spread from people to animals in some situations","Should I avoid contact with pets or other animals if I am sick with COVID-19? We are still learning about this virus, but it appears that it can spread from people to animals in some situations. Until we learn more about this new coronavirus, you should restrict contact with pets and other animals while you are sick with COVID-19, just like you would with people. When possible, have another member of your household care for your animals while you are sick. If you are sick with COVID-19, avoid contact with your pet, including
 
 Petting
 Snuggling
 Being kissed or licked
 Sharing food or bedding
 
 If you must care for your pet or be around animals while you are sick, wash your hands before and after you interact with pets and wear a cloth face covering.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
92,We don't know for sure which animals can be infected with the virus that causes COVID-19,"What animals can get COVID-19? We don’t know for sure which animals can be infected with the virus that causes COVID-19. CDC is aware of a small number of pets, including dogs and cats, reported to be infected with the virus that causes COVID-19, mostly after close contact with people with COVID-19. A tiger at a zoo in New York has also tested positive for the virus.
 Recent research shows that ferrets, cats, and golden Syrian hamsters can be experimentally infected with the virus and can spread the infection to other animals of the same species in laboratory settings. Pigs, chickens, and ducks did not become infected or spread the infection based on results from these studies. Data from one study suggested dogs are not as likely to become infected with the virus as cats and ferrets. These findings were based on a small number of animals, and do not show whether animals can spread infection to people.
 At this time, there is no evidence that animals play a significant role in spreading the virus that causes COVID-19. Based on the limited information available to date, the risk of animals spreading COVID-19 to people is considered to be low. Further studies are needed to understand if and how different animals could be affected by the virus that causes COVID-19 and the role animals may play in the spread of COVID-19.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
93,"We are still learning about this virus and how it spreads, but it appears it can spread from humans to animals in some situations","Should I worry about my pet cat? We are still learning about this virus and how it spreads, but it appears it can spread from humans to animals in some situations. CDC is aware of a small number of pets, including cats, reported to be infected with the virus that causes COVID-19, mostly after close contact with people with COVID-19. Most of these animals had contact with a person with COVID-19. A tiger at a New York zoo has also tested positive for the virus that causes COVID-19.
 At this time, there is no evidence that animals play a significant role in spreading the virus that causes COVID-19. Based on the limited data available, the risk of animals spreading COVID-19 to people is considered to be low. The virus that causes COVID-19 spreads mainly from person to person, typically through respiratory droplets from coughing, sneezing, or talking.
 People sick with COVID-19 should isolate themselves from other people and animals, including pets, during their illness until we know more about how this virus affects animals. If you must care for your pet or be around animals while you are sick, wear a cloth face covering and wash your hands before and after you interact with pets.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
94,Walking your dog is important for both animal and human health and wellbeing,"Can I walk my dog during the COVID-19 pandemic? Walking your dog is important for both animal and human health and wellbeing. Walk dogs on a leash, and stay at least 6 feet (2 meters) away from others. Do not gather in groups, stay out of crowded places, and avoid mass gatherings. To help maintain social distancing, do not let other people pet your dog when you are out for a walk.
 See “Can I take my dog to a dog park?” for information on dog parks.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
95," CDC recommends that you do not let pets interact with people outside of your household, especially in places with community spread of COVID-19","Can I take my dog to a dog park? Dog parks provide socialization and exercise for dogs, which is an important part of their wellbeing. Because there is a small risk that people with COVID-19 could spread it to animals, CDC recommends that you do not let pets interact with people outside of your household, especially in places with community spread of COVID-19. Therefore, you should consider avoiding dog parks or other places where large numbers of people and dogs gather.
 Some areas are allowing dog parks to open. If you choose to go to a dog park, follow local guidelines. There are ways to reduce the risk of you or your dog getting infected with COVID-19 if you go to a dog park.
 
 Do not take your dog to a dog park if you are sick or if you have recently been in close contact with a person with COVID-19.
 Do not take your dog to a dog park if your dog is sick. Signs of sickness in dogs may include fever, coughing, difficulty breathing or shortness of breath, lethargy, sneezing, discharge from the nose or eyes, vomiting, or diarrhea.
 If your dog has tested positive for the virus that causes COVID-19, talk to your veterinarian about when it is appropriate for your pet to go back to normal activities.
 Try to limit your dog’s interaction with other people outside of your household while at the dog park.
 As much as possible, avoid touching common items in the dog park like water bowls. Wash your hands or use hand sanitizer after touching items from the park. To make sure your dog has fresh water, consider bringing your own portable water bowl.
 Limit other pet items brought to the dog park, such as toys. Clean and disinfect anything taken to the park and returned home (leashes, toys, water bowls).
 Do not wipe or bathe your dog with chemical disinfectants, alcohol, hydrogen peroxide, or any other products not approved for animal use.
 
 See more information on pets and COVID-19 and recommendations for how to help keep your pet safe.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
96,"Until we know more about how this virus affects animals, CDC encourages pet owners to treat pets as you would other human family members to protect them from possible infection","Can I take my dog to daycare or a groomer? Until we know more about how this virus affects animals, CDC encourages pet owners to treat pets as you would other human family members to protect them from possible infection. This means limiting contact between your pets and people outside your household as much as possible and avoiding places where large numbers of people gather.
 Some areas are allowing groomers and boarding facilities such as dog daycares to open. If you must take your pet to a groomer or boarding facility, follow any protocols put into place at the facility, such as wearing a cloth face covering and maintaining at least 6 feet of space between yourself and others if possible.
 Limit pet items brought from home to the groomer or boarding facility, and disinfect any objects that are taken into a facility and returned home (such as leashes, bowls, and toys). Use an EPA-registered disinfectantexternal icon to clean items and rinse thoroughly with clean water afterwards. Do not wipe or bathe your pet with chemical disinfectants, alcohol, hydrogen peroxide, or any other products not approved for animal use.
 Do not put face coverings on pets, and do not take a sick pet to a groomer or boarding facility. Signs of sickness in animals may include:
 
 Fever
 Coughing
 Difficulty breathing or shortness of breath
 Lethargy
 Sneezing
 Nasal/ocular discharge
 Vomiting
 Diarrhea
 
 If you think your pet is sick, call your veterinarian. Some veterinarians may offer telemedicine consultations or other plans for seeing sick pets. Your veterinarian can evaluate your pet and determine the next steps for your pet’s treatment and care.
 See more information on pets and COVID-19 and recommendations for how to help keep your pet safe.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
97,"There is a small number of animals around the world reported to be infected with the virus that causes COVID-19, mostly after having contact with a person with COVID-19","What should I do if my pet gets sick and I think it’s COVID-19? There is a small number of animals around the world reported to be infected with the virus that causes COVID-19, mostly after having contact with a person with COVID-19. Talk to your veterinarian about any health concerns you have about your pets.
 If your pet gets sick after contact with a person with COVID-19, do not take your pet to the veterinary clinic yourself. Call your veterinarian and let them know the pet was around a person with COVID-19. Some veterinarians may offer telemedicine consultations or other plans for seeing sick pets. Your veterinarian can evaluate your pet and determine the next steps for your pet’s treatment and care.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
98,Animals are only being tested in very rare circumstances,"Why are animals being tested when many people can’t get tested? Animals are only being tested in very rare circumstances. Routine testing of animals is not recommended at this time, and any tests done on animals are done on a case by case basis. For example, if the pet of a COVID-19 patient has a new, concerning illness with symptoms similar to those of COVID-19, the animal’s veterinarian might consult with public health and animal health officials to determine if testing is needed.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
99,The risk of animals spreading COVID-19 to people is considered to be low,"Are pets from a shelter safe to adopt? Based on the limited information available to date, the risk of animals spreading COVID-19 to people is considered to be low. There is no reason to think that any animals, including shelter pets, play a significant role in spreading the virus that causes COVID-19.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
100,"Based on the limited information available to date, the risk of animals spreading COVID-19 to people is considered to be low","What should I do if there are pets at my long-term care facility or assisted living facility? Based on the limited information available to date, the risk of animals spreading COVID-19 to people is considered to be low. However, it appears that the virus that causes COVID-19 can spread from people to animals after close contact with people with COVID-19.
 Until we learn more about how this virus affects animals, use similar precautions for pets and other animals in your facility as you would for other people in your facility. This will help protect both people and pets in your facility from COVID-19.
 
 Do not let pets in the facility interact with sick people.
 Pets or other animals should not be allowed to roam freely around the facility.
 Residents should avoid letting their pets interact with people as much as possible.
 Dogs should be walked on a leash at least 6 feet (2 meters) away from others.
 People sick with COVID-19 should avoid contact with pets and other animals.
 Do not allow pets into common areas of the facility such as cafeterias and social areas.
 Cats should be kept indoors to prevent them from interacting with other animals or people outside of the facility.
 
 Talk to a veterinarian if a pet in your facility gets sick or if you have any concerns about the health of any pets in the facility. If you think a pet in the facility was exposed to or is showing signs consistent with COVID-19, contact your state health official to discuss guidance on testing pets or other animals for the virus that causes COVID-19.
 People who are at higher risk for severe illness from COVID-19 should avoid providing care for sick pets, if possible.
 For more information, visit CDC’s If You Have Pets webpage.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
101,CDC does not have any evidence to suggest that imported animals or animal products pose a risk for spreading COVID-19 in the United States,"What about imported animals or animal products? CDC does not have any evidence to suggest that imported animals or animal products pose a risk for spreading COVID-19 in the United States. This is a rapidly evolving situation and information will be updated as it becomes available. CDC, the U. S. Department of Agriculture (USDA), and the U.S. Fish and Wildlife Service (FWS) play distinct but complementary roles in regulating the importation of live animals and animal products into the United States.
 
 CDC regulates animals and animal products that pose a threat to human health,
 USDA regulateexternal icon animals and animal products that pose a threat to agriculture; and
 FWS regulatesexternal icon importation of endangered species and wildlife that can harm the health and welfare of humans, the interests of agriculture, horticulture, or forestry, and the welfare and survival of wildlife resources.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
102,Imported animals will need to meet CDC and USDA external iconexternal icon requirements for entering the United States,"What precautions should be taken for animals that have recently been imported from outside the United States (for example, by shelters, rescues, or as personal pets)? Imported animals will need to meet CDC and USDAexternal iconexternal icon requirements for entering the United States. At this time, there is no evidence that companion animals, including pets and service animals, can spread the virus that causes COVID-19. As with any animal introduced to a new environment, animals recently imported should be observed daily for signs of illness. If an animal becomes ill, the animal should be examined by a veterinarian. Call your local veterinary clinic before bringing the animal into the clinic and let them know that the animal was recently imported from another country.
 This is a rapidly evolving situation and information will be updated as it becomes available.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
103,"Currently, there is no evidence to suggest the virus that causes COVID-19 is circulating in free-living wildlife in the United States, or that wildlife might be a source of infection for people in the United States","Can wild animals spread the virus that causes COVID-19 to people or pets? Currently, there is no evidence to suggest the virus that causes COVID-19 is circulating in free-living wildlife in the United States, or that wildlife might be a source of infection for people in the United States. The first case of a wild animal testing positive for the virus in the United States was a tiger with a respiratory illness at a zoo in New York City. However, this tiger was in a captive zoo environment ,and public health officials believe the tiger became sick after being exposed to a zoo employee who was infected and spreading the virus.
 If a wild animal were to become infected with the virus, we don’t know whether the infection could then spread among wildlife or if it could spread to other animals, including pets. Further studies are needed to understand if and how different animals, including wildlife, could be affected by COVID-19. Because wildlife can carry other diseases, even without looking sick, it is always important to enjoy wildlife from a distance.
 Take steps to prevent getting sick from wildlife in the United States:
 
 Keep your family, including pets, a safe distance away from wildlife.
 Do not feed wildlife or touch wildlife droppings.
 Always wash your hands and supervise children washing their hands after working or playing outside.
 Leave orphaned animals alone. Often, the parents are close by and will return for their young.
 Consult your state wildlife agency’s guidance if you are preparing or consuming legally harvested game meat.
 Do not approach or touch a sick or dead animal – contact your state wildlife agency instead.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
104,"Other coronaviruses have been found in North American bats in the past, but there is currently no evidence that the virus that causes COVID-19 is present in any free-living wildlife in the United States, including bats","Can bats in United States get the virus that causes COVID-19, and can they spread it back to people? Other coronaviruses have been found in North American bats in the past, but there is currently no evidence that the virus that causes COVID-19 is present in any free-living wildlife in the United States, including bats. In general, coronaviruses do not cause illness or death in bats, but we don’t yet know if this new coronavirus would make North American species of bats sick. Bats are an important part of natural ecosystems, and their populations are already declining in the United States. Bat populations could be further threatened by the disease itself or by harm inflicted on bats resulting from a misconception that bats are spreading COVID-19. However, there is no evidence that bats in the United States are a source of the virus that causes COVID-19 for people. Further studies are needed to understand if and how bats could be affected by COVID-19.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
105,"Currently, there is no evidence that you can get infected with the virus that causes COVID-19 by eating food, including wild hunted game meat","Is hunter-harvested game meat safe to eat during the COVID-19 pandemic? Currently, there is no evidence that you can get infected with the virus that causes COVID-19 by eating food, including wild hunted game meat. However, hunters can get infected with other diseases when processing or eating game.  Hunters should always practice good hygiene when processing animals by following these food safety recommendations:
 
 Do not harvest animals that appear sick or are found dead.
 Keep game meat clean and cool the meat down as soon as possible after harvesting the animal.
 Avoid cutting through the backbone and spinal tissues and do not eat the brains of any wild animal.
 When handling and cleaning game:
 
 Wear rubber or disposable gloves.
 Do not eat, drink, or smoke.
 
 
 When finished handling and cleaning game:
 
 Wash your hands thoroughly with soap and water.
 Clean knives, equipment, and surfaces that were in contact with game meat with soap and water and then disinfect them. While these recommendations apply to general food safety practices, if you are concerned about COVID-19, you may use a product on the EPA list of disinfectants for use against the COVID-19 virusexternal icon.
 
 
 Cook all game meat thoroughly (to an internal temperature of 165°F or higher).
 Check with your state wildlife agency regarding any testing requirements for other diseases and for any specific instructions regarding preparing, transporting, and consuming game meat.",CDC,true,CDC,2020-06-12,https://www.cdc.gov/coronavirus/2019-ncov/faq.html
